Scholarship Name,Category,Gender,Income,Details,Eligibility,Link
Mukhyamantri Yuva Swavalamban Yojana,General,Other,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,General,Other,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Male,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Female,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SCBC,Other,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Male,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Female,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,SC,Other,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
